ID,HGNC,logFC,AveExpr,t,P.Value,adj.P.Val,B
100,ADA,0.807516332129655,7.3515092967847,3.69631916298379,0.00120240869732638,0.00441327639819399,-1.49585433862692
100,ADA1,0.807516332129655,7.3515092967847,3.69631916298379,0.00120240869732638,0.00441327639819399,-1.49585433862692
1000,NCAD,2.17701654301763,9.45066005670872,5.08273581123772,3.87495243260528e-05,0.000301354447364071,1.88599811840517
1000,CDH2,2.17701654301763,9.45066005670872,5.08273581123772,3.87495243260528e-05,0.000301354447364071,1.88599811840517
1000,CDHN,2.17701654301763,9.45066005670872,5.08273581123772,3.87495243260528e-05,0.000301354447364071,1.88599811840517
10000,AKT3,-0.161424762053885,11.0151658686634,-0.872527807130279,0.392000249269258,0.491281055591034,-6.6425763939305
10000,PKBG,-0.161424762053885,11.0151658686634,-0.872527807130279,0.392000249269258,0.491281055591034,-6.6425763939305
10001,ARC33,0.145834432294041,8.4973073228883,1.0348874285447,0.311554140941841,0.408401710281058,-6.48842327855036
10001,MED6,0.145834432294041,8.4973073228883,1.0348874285447,0.311554140941841,0.408401710281058,-6.48842327855036
10003,NAALAD2,-0.361540594763594,7.3601114864053,-2.20508867487186,0.0377903127362246,0.0740775752306317,-4.74917004082997
100037417,DDTL,-0.452910316202219,8.47990579508307,-3.09767936621707,0.00510228453751742,0.0141701443741695,-2.88780251063492
100049587,UNQ294/PRO333,0.960831151906082,6.72040079083009,5.93310943364757,4.8967980243499e-06,6.62295053097928e-05,3.94707953294501
100049587,SIGLEC14,0.960831151906082,6.72040079083009,5.93310943364757,4.8967980243499e-06,6.62295053097928e-05,3.94707953294501
10005,ACTEIII,-0.29570682463539,7.8822917291056,-2.13216616927323,0.0439713809006725,0.0838400302500666,-4.88478345552037
10005,PTE1,-0.29570682463539,7.8822917291056,-2.13216616927323,0.0439713809006725,0.0838400302500666,-4.88478345552037
10005,ACOT8,-0.29570682463539,7.8822917291056,-2.13216616927323,0.0439713809006725,0.0838400302500666,-4.88478345552037
10006,ABI1,0.136042573253027,10.0406919823693,1.48763700019914,0.150522197577556,0.2274046562814,-5.93682902880455
10006,SSH3BP1,0.136042573253027,10.0406919823693,1.48763700019914,0.150522197577556,0.2274046562814,-5.93682902880455
10007,HLN,0.424353837622018,9.4222282640606,3.71878155428775,0.00113790105969455,0.00422194472703203,-1.44224934892211
10007,GNPI,0.424353837622018,9.4222282640606,3.71878155428775,0.00113790105969455,0.00422194472703203,-1.44224934892211
10007,KIAA0060,0.424353837622018,9.4222282640606,3.71878155428775,0.00113790105969455,0.00422194472703203,-1.44224934892211
10007,GNPDA1,0.424353837622018,9.4222282640606,3.71878155428775,0.00113790105969455,0.00422194472703203,-1.44224934892211
10008,KCNE3,1.77486771976122,9.17401349284566,5.55093364671322,1.23113775039505e-05,0.000128495842066852,3.02715356617952
10009,KAISO,0.875022147995162,8.75440809006217,5.26083601378613,2.50044086754451e-05,0.000216564299077481,2.32152505293426
10009,ZNF348,0.875022147995162,8.75440809006217,5.26083601378613,2.50044086754451e-05,0.000216564299077481,2.32152505293426
10009,ZBTB33,0.875022147995162,8.75440809006217,5.26083601378613,2.50044086754451e-05,0.000216564299077481,2.32152505293426
