,X06h_post_infection,X12h_post_infection,X18h_post_infection,X24h_post_infection,X48h_post_infection
AHR,-1.43584291446956,2.3340986964577,-1.17066068107678,2.70011588525297,2.36272829534842
AR,2.17791358517794,0.211286886473484,0.720951830365816,-0.431762788645418,-0.3290500560856
ARID1A,-1.69561298492644,-0.609619796069617,-0.972140099115409,-0.140809344907815,0.12768000794792
ARID1B,1.36520869631641,2.93052846684807,-0.274550917416183,3.00232618880575,2.55634143993889
ARID2,1.23055650699926,3.96341336406772,1.24811019998921,4.3935652946249,2.01842837993009
ARID3A,-2.39043400291405,0.122810060813892,-0.331977917250169,0.707039230451315,1.32368644643166
ARNT,-1.62986585747682,2.18751222243965,-1.8470144172332,3.12021908063983,3.94491320098041
ARNTL,0.661391921036084,1.30389070241837,1.17900825739307,0.659156538100619,2.02010420311446
ASCL1,-2.35475241173643,-2.35322681381031,-1.50592357530726,-1.98910329298724,-0.149228872271837
ATF1,-0.906918374348981,-0.632699730982728,-1.25020555296621,-0.305665283110823,-0.595208327670196
ATF2,-1.26307846160964,1.65267616775434,1.65274538324435,0.659035005894562,0.519400119964356
ATF3,2.67141122780286,0.905713498781037,1.88529563640196,0.943019372269824,-0.142564046399728
ATF4,-1.90913781597529,7.40541581183412,6.09304746855511,7.21898938728297,5.51759424769225
ATF6,1.70837122967056,0.554823721321048,2.99824395744769,0.370404727954046,-0.309319737744537
ATF7,-0.391921539105181,0.373470696288774,-1.23768171095773,0.111189625616618,0.349722186960932
BACH1,-0.911429281854243,0.920688877865708,-0.480836219166384,0.454852344799083,-0.886909877234842
BACH2,-1.99440418888515,-0.454601689402665,-1.27751716350578,-0.636382316696553,-0.323353373704727
BATF,-1.29306800690457,1.04454501562227,-0.812603883509344,0.604184166351865,0.2930548007004
BCL11A,-0.908823462064846,-0.405251344179102,-1.44446471101855,-1.07978436123592,-0.4922277762431
BCL3,-4.19925828594514,-1.02501478980572,-1.19970265206563,-0.694204658701688,0.131753142971307
BCL6,4.08528507908234,0.075638342050061,2.90720781357687,-0.114057180261705,-1.88621379575193
BHLHE22,1.71999894285365,1.34686539398909,2.14111262852571,1.11877479391441,1.01337078963481
BHLHE40,4.70506928632063,1.39456637386141,2.03529530208472,1.20135205933896,0.110866723802347
CDX2,1.54006543904994,0.948219308359233,1.68952482367307,1.28055710361823,0.444518765890333
CEBPA,-0.84487080313011,0.351931471330941,1.36071912243949,0.811538579720346,-1.40756364413925
CEBPB,-0.398199332363606,0.842519773884477,2.38301101081019,1.02627577833183,0.134939873079327
CEBPD,-0.268829703788537,-0.662893017391528,0.473976593073875,0.558242726485846,0.385890436929163
CEBPG,0.558922686282021,3.19549088669754,0.409691899051962,2.55658936389897,1.46949154724301
CLOCK,-3.5665408685165,-1.54846652578963,-2.81012178827612,-1.41560571450881,-0.372571053892729
CREB1,-0.674166358844553,0.969958593209999,0.482685230240275,0.819570195721066,0.0425131676139419
CREB3,-0.468450509234476,-0.861116577263039,-0.187883902206263,-1.38705360235809,-0.980832604618269
CREB3L1,0.478549366473313,-0.427274658891416,0.347728333264758,-0.188442572938337,0.581776978600282
CREM,-2.31005443470033,1.20070714738472,-1.25815408293637,-1.34186576748887,-0.817933489238389
CTCF,0.349756350072211,-1.68159557757972,0.339170430625735,-2.74780613847988,-1.44244660670824
CTCFL,-2.40707268042366,-3.81078963382477,-1.6991278466271,-2.16930685944507,-0.349633901508179
CUX1,-1.02729058911911,0.835562510688686,-0.477764713280083,0.685655240227424,0.679573860661201
DNMT3B,1.80150582254936,1.25008934233183,1.19361871573585,0.857990997508366,-0.359704862826733
DUX4,1.68862101372677,1.32301659326277,-1.63914448941257,0.789161819695048,2.24173641406866
E2F1,0.889265477524526,2.85468749293085,1.12041751162427,-0.979131926923713,-2.4462436426469
E2F2,2.31253878145151,2.20359513002142,3.26527161562313,-1.87744920795309,-3.09956708737459
E2F3,0.259866503354861,0.165661728243903,1.19390898569778,-1.61035916910293,-2.24779449071422
E2F4,2.21023789787323,4.22828850791597,3.06774661913124,-0.72330178676696,-4.67659015200818
E2F5,1.22451469887514,1.71943276908338,1.50491136540673,-0.252283830722189,-0.743413260008794
E2F6,1.63954741379185,1.09000456783671,0.637310782150199,1.86010894716684,1.5511827818152
E2F7,0.15927596084679,3.08612087531604,0.925610148788051,1.65039443821997,1.39967371697588
EBF1,-0.786112434432504,-2.28101169709688,-2.25912865622552,-0.938271645020163,-0.250673473833873
