"","X06h_post_infection","X12h_post_infection","X18h_post_infection","X24h_post_infection","X48h_post_infection"
"MICAL2",-0.879352784361815,-0.507906559408331,-1.25691778178994,-0.476209680242839,-1.40879574248395
"SHROOM2",-1.03768855096635,-0.6685952499227,-1.37524951500534,-0.484710635233268,-0.0832050224487109
"SPIRE1",-0.84193283616796,-0.4851962472303,-0.728703162832053,0.00065192819790294,-0.51234985508343
"THSD7A",0.862598134677738,0.409860914142469,0.366838320039979,0.0362283368793532,0.172822926984361
"TUFT1",-1.025855873016,-0.088410621286565,-0.775798469223091,0.243390182955755,1.0743506232172
"SMAP2",0.861351114719513,0.893464435224342,0.599361205893336,0.833435265701262,0.47039898970058
"UGT8",0.984826695122003,0.722956108320334,0.700113683672405,0.192791987963252,0.100840316328634
"HCAR3",0.982013968932612,2.58398659588123,1.44642893889831,1.75528871799215,1.70021569816124
"EGLN3",-0.828033230182709,-0.779851769830026,-0.348115847510114,-1.01516557355807,-0.216527162038115
"BRINP3",0.860375983430196,-0.0299732279514866,0.102173942723788,-0.131421511535043,-0.151855317724136
"LGR5",-0.911784873136504,-1.17692837045088,-1.33598581861919,-0.852313613618722,-0.24679148874902
"MIR181A2HG",-0.956855011006047,-0.369123653014136,-1.08632486613035,-0.632104569966459,-0.40442476849336
"TRIM47",-0.962729391410898,-1.33281625279528,-1.06598681103635,-0.309086312762046,1.1303037493707
"ANKRD6",-1.03215277806866,-0.784587127070036,-1.30101196444611,-0.415818359499464,-0.0140394702973747
"MAP3K21",-0.843963704599887,-0.449748545972105,-0.614006762309556,-0.602550720333798,-1.088150851832
"MTCL1",-0.810740155790084,-0.209580103216894,-0.529176489236033,-0.638565692528992,-0.400008661712226
"RGS2",1.03041593749824,1.06168499439353,1.15095751504186,0.107303212003394,-0.0854216275055553
"ZXDB",-0.827944265205793,0.129759410396685,-0.370058403075356,1.0821760848519,1.3469788461933
"CLRN3",0.879421627862696,-0.0272804278992034,0.254803961548387,-0.169130946528188,-0.894681119746505
"TNFAIP8",-0.878085495119693,-0.596945158402935,-0.962927930490102,-0.508107581847624,-0.128607239696609
"NCF2",-0.84380669526481,-1.6997452450258,-1.5831353790244,-1.26212420160217,-0.409819478996031
"TNFSF4",1.09834868882867,0.689438329191542,0.972113634485925,-0.128788692773472,-0.687992056437885
"C15orf48",-1.23457749721722,-0.175890885934864,-0.764283748456696,0.133261684568356,0.043850579277914
"LMCD1",-1.00032814535376,0.0639639727578816,-0.543284751551712,1.15869924295616,1.36566706940692
"SLCO2A1",-0.991762652188034,-0.330996652629048,-0.298300920699678,0.176096755112385,0.252473965477908
"PDE3A",0.81410544291449,1.15346594101062,0.640588960089746,0.876611245990973,0.203224064032376
"PTGER4",-0.954731885615696,0.0659573458012224,-0.326208318122068,0.266269559236057,-0.493306689014376
"STEAP1",0.860206329693161,0.528673210623486,0.452524181306016,0.142696972259037,-0.0870695085187041
"KLF10",-0.872650512639906,0.951604662757031,0.524284248379775,2.10365948977826,2.68548064054683
"PRRG4",-0.889552860812237,-0.614868984328245,-0.869465778090106,-0.554127355966429,0.405478427583334
"COLCA2",0.906375557189068,1.10776742501543,1.1294261661547,0.552698513837293,-0.111915494063176
"ALX1",0.899734475486662,0.711067714461244,0.863389846234796,1.40877991205848,1.99228636487631
"BACH2",-0.818741748265131,-0.320601781487255,-0.684277060658078,0.480291976330311,1.55278559492514
"BOK",-0.882591210307087,-0.985965165969603,-1.15402430072251,-0.837896762384304,-0.285257552259855
"METTL7B",0.862851111910377,-0.159205613336336,-0.36337898867373,-1.57498084418225,-1.70880573712236
"EDN1",-0.793913568264304,-0.0240108649850495,-0.475604943451586,0.184041134448162,0.60763933541201
"OTUD1",-0.801437346490962,-0.18509996818364,-0.219235171978959,0.0489272648388308,0.780481521269254
"GADD45B",-0.761975752036619,-0.000928017090043198,0.139442866381351,-0.0408327920048084,0.366303037413326
"JUN",-0.918517468463255,-0.0117665409152909,0.0569606950939452,-0.00485638234836472,0.438594957057136
"OR7E14P",-1.00683254925501,-1.35280276430272,-0.975867409406759,0.624806224639108,2.15654295915755
"HLF",0.807755263369084,0.835551205550689,0.817204133293063,0.321440856940955,-0.0519122300099975
"FOS",0.795438742372587,0.507626244786951,0.888149298106091,0.373427184566689,0.261236803221934
"STX11",-0.905069702233339,0.0764021165308639,-0.363875216395391,0.506943431137507,1.36999063013218
"MYC",0.793671728952374,1.29999499530004,1.15056162910162,0.892516323932222,0.764098224901852
"GPC4",-0.834170734584009,-0.807042595039533,-1.30650993429584,-0.951899505628105,0.218167222742577
"EPPK1",-0.734712544130867,-0.809504705243434,-0.686506470586945,-0.39911995491669,0.592158991090232
"GFOD1",-0.956753351510735,-0.421285067146814,-0.677214409492817,-0.16383489151787,0.424399639260398
"IL4R",-0.875674580501334,0.105359644848511,-0.537976201688481,-0.0798208757132493,-0.823745953921005
"LYPD1",-0.765596511200021,-0.577499646166339,-0.553103795783398,1.12748130618543,2.88846324252291
"MTUS1",0.750573150060974,0.875021923848868,0.658010190266047,1.09635382170561,0.690952473250132
"GPAM",0.987154677971695,1.59099691566419,1.49484847684321,1.25425453711365,0.715860899926701
"LOC100505942",-0.907462598203495,-0.578784003935175,-0.514218582535539,-0.167187226149333,0.545148649501536
"CEBPD",0.74850829873975,0.761341311217068,1.09615020269,0.46602290793365,0.807511511489745
"DPYSL3",-0.834990498565819,-1.21164823643871,-1.65591352485735,-1.10578402006875,-0.552515526814649
"NINJ1",-0.808647718259579,-0.574179812641713,-0.722504163534349,-0.331525705003205,-0.376818592170562
"NR2F2",0.807127939150557,0.183042612350861,0.298679916372029,-0.403690230065611,-0.726188163507261
"PIK3IP1",-0.844080295983152,-0.564119541230756,-0.653353839975119,-0.416856142979941,-0.2236488154782
"SLC7A1",-0.812389402468992,0.980079023168076,0.208148941732514,1.87154217188779,1.70540552565441
"STEAP2",1.16031348875338,0.406409830202667,0.687489657780938,0.0396040140179954,0.131139666111698
"VIM",-0.742854010786056,-0.586528665693608,-0.632192868005262,-0.654703162200272,-0.321638635507739
"DNAJB5",-0.73935131401201,-0.677956371180386,-0.664486574971193,-0.390681955301616,-0.105783522165615
"CPB2",0.768322954578188,0.54007471508779,0.658104003332445,-0.760983629430447,-1.18709361435948
"ELK3",-0.782344271546023,-0.450735698513808,-0.815949890149201,-0.687962588068743,-0.594264641371343
"FAM46C",0.913805502641061,0.0625511133977721,0.823837505792858,0.2921917233988,0.060600326030861
"OSR2",0.878833954961729,0.7599796470108,0.486300055338583,0.239547628689593,-0.0313058319587771
"TBC1D4",0.832165429951557,0.115927756658306,0.625667979221579,-0.313925144537918,0.0925209214716585
"CTSH",-0.750083274536221,-0.77635424302585,-1.07523733500131,-0.733499357837292,-0.355412695092422
"LRRC49",-0.773094643267097,-0.302322387429387,-0.619857570149863,0.119326279596512,-0.534751489463197
"FOXA3",0.75101552309901,0.312491621151471,0.611131220478633,0.409770185042808,-0.323830011101126
"GRB10",-0.721680418658543,0.157405790553522,-0.613443442332663,0.444335371729562,0.0774321899829005
"NUDT18",-0.721108039319278,-0.60367345502551,-1.04140017126393,-0.382343514499107,-0.6283212815776
"GJB1",0.699845276856227,0.230383326418027,0.290925663039816,-0.317594454805025,-0.203609538175439
"RELB",-0.880895297253641,-0.157093587918877,-0.980370181259274,0.239798278214386,0.60327504007039
"SLC51B",0.878085197565193,1.2500887523481,1.62861885781424,1.10007390988455,0.990275622038023
"STK38L",-0.723909822839357,-0.330393844724383,-0.441513208729123,0.106697360073429,0.410625969318915
"VSIG1",0.890188863124485,0.897885345023145,1.27670197137326,0.356827744269596,-1.33731688703518
"ATF3",-0.722672381144606,1.65985065501857,0.290832268588809,1.82372950792924,1.82511529865366
"GALNT5",0.731944720747293,0.165496655141918,0.157538055638581,-0.229903447837799,-0.165073522522239
"LIAS",0.85902187162912,0.928727089434473,0.904133774314027,0.953952426454832,1.18060657208812
"EOMES",-0.770546939147694,-0.181599235212141,-0.331315122328509,0.301256362684162,0.396854729340926
"TGFBR1",-0.824147352192025,-0.265912858109413,-0.575621354697967,0.061369556477274,-0.337003755482899
"UBASH3B",-0.799414408440387,-0.238833779138737,-0.469802882512669,0.204923797139261,0.233438997185153
"FZD5",-0.690659290959202,0.199569215804344,-0.612712452617259,0.804718358190513,1.03499464202886
"FHOD3",-1.81848636980727,-1.16672068841258,-1.71448033442719,-0.527654483382002,0.139063668672164
"SLC38A4",0.885814580047084,0.718652604771016,0.32290365766964,0.275229009480413,0.599028451620153
"PCDH17",0.780462490855021,0.505205304854579,0.399797077522543,-0.411317692363831,-0.504358072065319
"AVPR1A",0.694937101920541,0.448788442731008,0.209682754099269,0.31735561538306,-0.0895070152842727
"SLC38A11",1.24681107566112,0.516274488930778,0.486076483998425,-0.385724790538688,-1.21751721570131
"ETS2",-0.701551689005929,-0.59019607559282,-0.222194278321316,-0.421343494248619,-0.142044130644989
"PPP1R13L",-1.01956837763222,-0.950774447716462,-0.847125267703424,0.12583674103317,1.24725180816015
"RAB27B",0.756242869055879,0.534194350688508,0.913942120432506,0.714740362783572,1.07186563294872
"ABCA5",-0.742317292516316,-0.551553792872292,-0.652408414895877,0.323027674651168,1.05259460266369
"PANK1",0.791572201540799,0.0977416616147444,0.708997392205237,0.104773080298211,0.399679627050284
"RASL12",-0.733858857230167,-0.528053521659781,-1.16547484285006,-0.846340367852886,-0.421859319045525
"RASSF5",-0.725213228924647,-1.29516107665065,-0.898417504998156,-1.4517888645593,-1.30219053556411
"SEPHS2",0.675332726580857,0.511885908344151,0.566057456762129,-0.289998592510758,-0.969925999690359
"SLC7A2",0.72494373000383,1.01969435839704,1.02051968297474,1.13328530182584,0.638792856204213
"FSTL3",-0.811063179268492,-0.753577226742541,-0.664430150462143,0.329435132064134,0.658600181881514
"HBEGF",-0.657028365649536,-0.148245170741998,-0.551648085199333,-0.261758172685727,0.198739699406878
"SAMD11",-0.716000508253148,-0.899518401578411,-0.645297731831435,-1.11760436364646,-1.31958525598766
"NPPB",-0.761048841211839,-1.20731871994629,-1.63924181609905,-0.726525664435057,1.51242914995667
"FRAT2",0.655166501876929,0.0858226676544689,0.457574797103291,-0.315897477078456,-1.11321690190152
"ENC1",-0.669604083383204,-0.148287416523997,-0.458447028000316,-0.201083237645571,0.143907430924736
"BIK",-0.791433881146767,0.0372865623979743,-0.287966832846327,-0.155083331039262,-0.164609624286182
"NT5E",0.719981186057491,0.75549282451194,0.970042032477058,0.220764188770706,-0.436898989167536
"SAMD4A",-0.70185347597326,0.0355791625855408,-0.521616883132087,0.3160043242285,0.327670046515578
"AGXT2",0.64613549251469,0.254008529926486,0.219219607566449,-0.607985206476296,-1.62840776267159
"CTGF",-0.734982101839853,0.240525917857411,-0.419376836239048,0.00923676495875725,0.0155687420634933
"HK2",0.704469218128091,0.423491182596421,0.747941281327116,0.397336764935969,0.544572902901609
"PIK3CD",-0.735458236529018,-0.69108277063467,-0.811326609083956,-0.260415654821234,-0.00098964828204906
"FBXL21",-0.725930192692761,-0.0948107029522953,-0.581807584043663,-0.0648928127280923,-0.294380572879341
"FERMT2",-0.640480886711806,-0.266310423105269,-0.502998242006758,0.180356578476228,0.390356591775697
"KLF5",0.660106237049927,0.837925654183199,0.594547211646734,0.344402437416409,0.518028087009839
"PDGFC",-0.660632283798485,-0.226419803509012,-0.864895327655313,-0.0046256905577664,0.182484943406381
"RASGRP1",-0.849523626060931,-0.408217639195108,-0.624664957096218,0.0360754521587059,0.233352155708337
"GBA3",0.696716600654209,0.634856435167688,0.764004538551184,0.0199145033959489,-0.543998535657286
"MAP2K6",0.652067905954078,0.384731414763085,0.031906991783659,-0.743849978005724,-1.463780408231
"VLDLR",-0.883338864660201,0.274903243280829,-0.417210059174925,1.20901820622348,1.68216901736002
"ARHGAP18",0.677024798652697,0.129926986541941,-0.0102275324553318,-0.26262158498364,0.153288420510629
"KCNT2",0.78775594517847,1.06816675567257,0.256971683007428,1.41878474778105,1.06069063720382
"ANG",0.78056305019815,0.393864307201046,0.997248812783013,0.518212506319196,0.929173702272488
"H2AFY2",-0.954437325506344,-1.10197817790405,-0.723161440016261,-0.0807704711664661,0.638569938520858
"TLR5",-0.633318109515161,-0.520076034606268,-0.933662700356285,-0.264362175074634,-0.0120371914053843
"JADE1",-0.750830126756323,0.0584985342878337,-0.565439840228168,0.220920119093988,0.469432687352459
"SCLY",0.858110772516417,0.715465361314314,0.731451668184092,0.683470890761598,0.597503216797463
"KCTD11",-0.846550535887595,-0.203004521192593,-0.625717910831623,0.0896802498291223,-0.0242461562129801
"DNAAF1",-0.627755919217457,-0.446979812714668,-0.484908137951993,-0.156575596213949,0.556824004935009
"SDC4",-0.799292589301096,-0.607814286509409,-0.751099903771202,-0.439920402369738,0.082788553649193
"GRB14",0.91254845884378,0.152404447211208,0.00717797558892741,-0.660407143640107,-1.66617577028561
"MARCH3",-0.690684013751677,0.030064619432709,-0.256294841682139,0.194899721675111,0.295764369473049
"BAMBI",-0.670275772135049,-0.169943453396526,-0.516640776648361,-0.802517671153479,-1.25104952042659
"TRIM3",-0.965790316037427,-0.962207860304957,-0.752016622208428,-0.559478097569853,0.320845490437981
"ZBTB16",0.635889069838302,0.133451148309826,0.539135069195517,0.679551684969829,0.693403753439934
"TBC1D8",0.619928942420943,0.260526963007189,-0.103336733863969,-0.445391897797865,-1.37008425990584
"PDLIM7",-0.711993069764014,-1.07187939165638,-1.19561178659505,-0.54803830749392,-0.249323092834202
"INAVA",-0.616417522592986,-0.214880021093085,-0.46370605704282,0.0824129595357697,0.271582312975569
"MYADM",-0.748770680110292,-0.857599052103822,-0.752176448055609,-0.140845196327646,1.52182812925929
"CD300LF",0.737884024585862,1.17986239398525,0.752667598159531,0.836452269761433,0.506411253224992
"MPZL2",0.699396363848848,0.662955657493606,0.740708505801853,0.0766661545592484,-0.386378156602362
"PLK2",-0.638551613780569,0.111601639094472,-0.476664073374378,-0.238229424369917,0.7379655070085
"RBM47",0.685613189484992,0.409564325434605,0.197038074064878,0.673602120102533,0.107030563202908
"TDO2",0.66199039947528,0.803707764074877,0.611209521947427,0.194177478737969,-0.245775773483573
"TM4SF4",0.628125763733623,0.106235325048345,0.400185788741119,-0.681628765768126,-1.80826295891378
"GAD1",-0.676443937753033,-0.2837219217856,0.00712330035791542,0.697280780262153,1.93080740808712
"HES4",-0.720583952570504,-0.457200063464855,0.0674489209271805,0.593211843961226,1.18496866421603
"RAB9B",-0.705836711695116,-0.106504729094304,-0.499213005469808,-0.0129307999696859,0.22523428530477
"ADGRD1",-0.758367691082301,-0.424485205403088,-0.470968268388163,0.104763293031482,0.394121249806961
"GOLGA2P5",0.615502120566545,-0.164125170589734,0.0641749669782055,-0.348690571312519,-0.799887488264304
"PLD1",0.645422967269567,1.02408342911666,0.64988084208691,0.787753881432828,-0.0551817253184073
"RAB3C",0.624129793608806,0.0967292770876433,0.318379614302321,-0.178607915385294,0.255573086448186
"RASD1",-0.755399219590734,0.45231819024529,0.391356060793512,-0.224230789041647,-0.712160935072413
"CUX2",-0.635557286205053,-0.507898829159694,-0.48575400764588,-0.69878483369254,-0.167580224252135
"HSD17B2",1.01983956581683,0.772527571293264,1.2935630708751,0.731261016323272,0.224081294951207
"GALNT10",-0.612748328561288,-0.414423145953206,-0.669110242509901,0.185962629824466,0.701096123716158
"FOSL2",-0.758946226159599,-0.190793952190161,-0.320197828902662,0.118806204902949,0.490839840320977
"FOXP2",0.626324214878336,0.143044356161369,0.01892378536638,0.328871385446024,-0.033982282264553
"GLRX",-0.643569437933911,-1.26886993227666,-0.73659525302277,-1.30270575844497,-1.00278863714405
"NFKBIZ",0.603815459228448,0.634403784420197,0.735622122630803,0.516969523148571,0.532804067579418
"GPR157",-0.634513410614813,-0.575578059672456,-0.0550718990363306,-0.420671910450165,0.044714657857611
"MPP1",-0.632371750850675,-1.07391867408374,-0.951472826070209,0.188219923994085,1.67437716595094
"EFHD1",-0.601324654374831,-0.57663274569269,-0.546308015150648,-0.390498572048954,0.473918194819951
"MBL2",0.981435905280766,1.62109863932688,1.04994009435721,0.845537064691828,-0.89674149883515
"BIRC3",-0.610964808639596,-0.00901270071364468,-0.682384015795698,-0.0141293462101855,0.207196653195576
"PCED1B",-0.65574202526535,-0.190903733903626,-0.450033983837306,0.688546855210755,0.426317975239567
"KIF21B",-0.60893783063893,0.124103976494786,-0.198900779109473,0.64357550975942,0.984672575358119
"FGA",0.621323461563051,0.558966542714328,0.461686549454319,0.335343599804798,0.373549957313442
"ERBB2",-0.618160564705184,-0.495202907614552,-0.819604843412096,0.11632741113542,-0.194137066390558
"ACOX2",0.792544968594688,0.497963789821956,0.725478367070425,0.132526711907606,-0.580844176359532
"ZYX",-0.849241170906692,-0.976237890660638,-0.982243070408041,-0.126879702845418,0.782076698093739
"ELOVL6",0.611374800422102,-0.00435290435369495,0.498546982986237,-0.42465419763515,-0.393351281476769
"IL18",-0.617794602183125,-0.308064268738731,-0.829274466175953,-0.291638670155557,-0.093802386614172
"MEGF9",0.608759688988751,-0.114339054864441,0.137182851246866,-0.292880857550177,-0.477120889419064
"MEX3B",-0.598496266249455,-0.764336520507514,-0.325995933771863,-0.163618861379816,-0.267371843634542
"PLEKHO1",-0.811960059943202,-1.0345892976526,-0.602383893247359,-1.09556858782677,-0.367422173600864
"RASA2",-0.59663161125757,0.0497596881619122,-0.317476713864463,0.0295885504685005,0.357303928663078
"SLC22A9",0.832749391283762,0.899751649706552,0.99692254246288,1.58765228265377,0.762846966619556
"SLC2A2",0.603520211105819,0.147096091507936,-0.0917349367657083,-0.478701633834278,-0.228783975261664
"SYNPO",-0.744205528216759,-0.357520484947708,-0.569835778566705,0.369615197279004,0.933949480768065
"TRIM6",-0.721152792505285,-0.165844787658887,-0.825261468993683,-0.503954976552969,-0.97448467186652
"CXXC5",-0.594094246127606,-0.453757851665669,-0.40502561696108,-0.385878500077888,-0.324010649020128
"SLC16A9",0.636999428018731,0.735087879727863,0.410473111358178,1.03052785104203,1.09960119576632
"TPST1",-0.602030259376097,-0.428014367560403,-0.58705429745628,-0.33105892410663,-0.280252018544639
"ZNF114",0.633323788087502,-0.277894996305113,0.681855999586519,0.0230478809781047,0.799065330670778
"ZNRF3",0.62287162365222,0.0860185825196513,0.542382211755644,0.108051644470466,0.242972346094767
"LOC101928419",0.626909364026535,0.389836605533655,0.504054965864137,0.413610208608243,0.0794155800435288
"PRDM1",0.610988077362871,0.319822151690357,0.456939490109522,0.652914130269926,0.602141266639369
"SPTLC3",0.693955696382215,0.357517467333373,0.00221532270108771,-0.8160396224733,-1.12300920342025
"TNF",-0.684059614332744,-0.0864720748961991,-0.193475479642757,-0.238596692830963,0.0352455808566772
"ZNF703",0.856849473137524,0.406721922070375,0.936486349850002,0.399133211072298,-0.218502560438725
"CCDC86",0.594995994836511,0.337199324984857,0.41285236674085,-0.104501489470548,0.331252668335029
"RNASE4",0.617529957828804,0.213049646356607,0.867676033584713,0.231882746912017,0.604900650533615
"SLC43A1",0.641217569576458,1.11826447751311,0.83141382743802,1.57511784758312,0.711728119614639
"DFFB",0.590717195398597,-0.447857537074649,0.648262137696832,-1.02238569804536,-0.602185491843636
"LINC00261",0.577040403848798,-0.108134883042039,0.0238873635364438,-0.168952057478787,-0.410135798062225
"NTHL1",0.720457906308025,0.169473947454247,0.466936754009597,-0.380245396549002,0.0676521379250863
"ALPK2",-0.577848968371157,0.0366152161268047,-0.782943501794791,1.44680728904136,0.836821928729959
"EXTL2",0.619879258776798,-0.0211247857860677,0.334351274682879,-0.765064316806022,-0.90842575148758
"INPP1",0.591903725163998,0.740872295917333,0.528941703251496,0.837172151565863,0.355600366365811
"PRLR",0.661180990952177,0.31207245296122,0.437291617887756,-0.0231814485568904,-0.58665735264868
"TP53BP2",-0.57402185344168,0.289684274660274,-0.219530239630505,0.689371984899275,1.10328154060716
"GLYCTK",0.651096459865983,0.394110665271249,0.553747667362321,-0.441583061531547,-0.977346519314505
"ITGA2",-0.678604081296799,-0.343301854809731,-0.594717675654111,-0.756588556749743,-0.730888460495527
"UAP1L1",0.650421123790978,0.117988811790604,0.996101953441554,1.06218798096384,2.37926711933251
"GAS2",0.582497509891878,0.393861664110258,0.593179251781912,-0.0361255502967168,-0.262041195258826
"HOXA5",-0.674556295983791,-0.681299241671359,-0.423087901863316,0.100831070761402,0.967803959190319
"AOX1",0.620429656801543,0.625734373959204,1.03918359356523,1.22340777397447,1.60115534233441
"MEIS2",0.581712174043654,0.805897291158109,0.505011047233506,0.336279737428045,0.238628550390681
"MAFK",-0.650253876709819,-0.401963397769008,-0.32825117176435,0.336623904719774,0.754064530665073
"CDKN2B",-0.650602173505083,-0.187250843655329,-0.63833282750193,0.43049035593183,0.512693951153854
"CCDC51",0.650631125791815,0.421920969459334,0.505239625868652,0.611021163164887,1.63008491149669
"STEAP1B",0.664020678638193,0.243570470667531,0.733026724072301,-0.161828851889696,0.203131949332671
"CCDC68",0.642368147074986,1.04406594621515,0.152815359747735,0.802603399477075,0.587152955590369
"SMAD3",-0.567871456998976,-0.430614192648402,-0.588717428072508,-0.140471891051552,-0.0478371772210249
"EGOT",-1.06344280397226,-0.462205834796478,-1.09454286612775,-0.253385630275121,0.079297173060187
